Project Name;Capacity (MW);Type;Start year;Latitude;Longitude
Hickory Park Solar Hybrid;196;Solar;2022;31,2697;-84,1763
Portland (PWEP) Wind Energy Project;197;Wind;2008;-38,4142;141,5427
Silverton wind farm;197;Wind;2020;-31,8609;141,2964
Reußenköge wind farm;197;Wind;2003;54,5413;8,4908
Borampalli (Renew) wind farm;197;Wind;2018;13,1673;79,2128
Ralla wind farm;197;Wind;2017;13,1673;79,2128
Guleslettene wind farm;197;Wind;2021;61,6948;5,0993
Kvitfjell wind farm;197;Wind;2019;69,5733;18,2224
Century wind farm;197;Wind;2005;42,5537;-93,6874
Jayhawk wind farm;197;Wind;2022;37,6691;-94,95
Wolfe Island wind farm;198;Wind;2009;44,192;-76,3764
Guangxi Lingshan Dahuaishan wind farm;198;Wind;2020;24;109
Heilongjiang Du'Erbote Latanpao wind farm;198;Wind;2019;46,6753;124,57
Jiangsu Sheyang (Guohua) wind farm;198;Wind;2014;33;120
Jilin Shuangliao Xinfeng wind farm;198;Wind;2010;43,8917;123,6486
Shanxi Wenxi (Zhangze Power) wind farm;198;Wind;2019;37;112
Shanxi Zezhou Shanhe Zhen wind farm;198;Wind;2019;37;112
Amreli Hybrid wind farm;198;Wind;2023;20,8667;70,7501
Guishan Offshore wind farm;198;Wind;2018;22,1053;113,7132
Falciu wind farm;198;Wind;2012;45,9852;24,6859
Bluestem wind farm;198;Wind;2016;36,6081;-100,581
Day County Wind Project;198;Wind;2010;45,2743;-97,917
La Chalupa wind farm;198;Wind;2021;26,2499;-97,5118
Oliver County Wind Energy Center;198;Wind;2006;47,1414;-101,226
Rising Tree wind farm;198;Wind;2014;35,0888;-118,207
Impact Solar 1;198;Solar;2020;33,4678;-95,3709
Gansu Guazhou Anbei 2 Area C wind farm;199;Wind;2021;38;102
Inner Mongolia Suniteyou Banner Zhurihe (China Guangdong Nuclear) wind farm;199;Wind;2009;42,4611;112,775
Jilin Da'an Laifu wind farm;199;Wind;2013;45,5292;123,6708
Shanxi Fanshi Wind Power Heating Project;199;Wind;2020;37;112
Shanxi Pinglu Baihubao wind farm;199;Wind;2009;39,7244;112,0625
Yunnan Xiangyun Tianfengshan Longquan wind farm;199;Wind;2016;25,4554;100,8639
Cedar Bluff wind farm;199;Wind;2015;38,6353;-99,8035
Mammoth Plains wind farm;199;Wind;2014;36,0271;-98,7542
Northern Divide Wind Energy Center;199;Wind;2021;48,8022;-102,852
Persimmon Creek wind farm;199;Wind;2018;36,1794;-99,3409
Prairie Queen wind farm;199;Wind;2019;37,9918;-95,2782
Sundance Wind Project;199;Wind;2021;36,5597;-98,7492
Turtle Creek wind farm;199;Wind;2018;43,495;-92,8256
Waverly wind farm;199;Wind;2015;38,3528;-95,557
Arauco wind farm;200;Wind;2011;-28,6977;-66,7579
Bekevar wind farm;200;Wind;2023;50,0079;-102,5657
Golden South wind farm;200;Wind;2022;49,628;-105,989
Gusty Point wind farm;200;Wind;2023;49,6508;-108,4101
Melancthon wind farm;200;Wind;2006;44,1602;-80,297
Moose Valley wind farm;200;Wind;2023;49,9597;-102,6201
Anhui Susong (Guodian) wind farm;200;Wind;2013;29,9739;116,3831
Gansu Guazhou Anbei 1 Area A wind farm;200;Wind;2022;40,7933;96,1881
Gansu Guazhou Anbei 1 Area B wind farm;200;Wind;2022;38;102
Gansu Guazhou Anbei 5 Area A wind farm;200;Wind;2022;38;102
Gansu Guazhou Anbei 5 Area B wind farm;200;Wind;2022;38;102
Gansu Guazhou Anbei 6 Area A wind farm;200;Wind;2014;40,8145;96,7096
Gansu Guazhou Anbei 6 Area B wind farm;200;Wind;2022;38;102
Gansu Guazhou Beidaqiao Number 8 Area A wind farm;200;Wind;2014;40,7227;96,0352
Gansu Guazhou Ganhekou Number 1 wind farm;200;Wind;2011;40,705;95,5375
Gansu Guazhou Ganhekou Number 2 wind farm;200;Wind;2011;40,71;95,4625
Gansu Guazhou Ganhekou Number 4 wind farm;200;Wind;2011;40,75;95,3417
Gansu Huanxian Nanqiu wind farm;200;Wind;2012;36,9167;111,6306
Gansu Longxi Panlongshan wind farm;200;Wind;2021;38;102
Gansu Subei Mazongshan 1 Area A wind farm;200;Wind;2021;38;102
Gansu Subei Mazongshan Number 2 Area A wind farm;200;Wind;2015;39,0443;102,0272
Gansu Subei Mazongshan Number 2 Area B wind farm;200;Wind;2021;38;102
Gansu Tongwei Heiyanshan wind farm;200;Wind;2021;38;102
Gansu Tongwei Jiangangshan wind farm;200;Wind;2021;38;102
Gansu Yumen Mahuangtan 1 Area C wind farm;200;Wind;2023;40,5864;97,3158
Guangdong Yangchun Runlong wind farm;200;Wind;2022;22,3457;111,8064
Guangdong Zhanjiang Xinliao Offshore wind farm;200;Wind;2021;20,7098;110,5521
Guangxi Bobai Sheguangzhang wind farm;200;Wind;2021;21,8924;109,8342
Guangxi Fangcheng Menyaling wind farm;200;Wind;2023;21,755;108,2487
Guangxi Nandan Shankou wind farm;200;Wind;2023;24,9758;107,5423
Guangxi Pubei Fuwang And Shijing wind farm;200;Wind;2021;24;109
Guangxi Qinnan Dongchang wind farm;200;Wind;2023;21,8318;108,7814
Guangxi Sanjiang Hongyanshan wind farm;200;Wind;2023;25,9574;109,4756
Guangxi Tengxian Dali wind farm;200;Wind;2023;23,9623;110,4327
Guangxi Tianyang Wind Power And Storage Project;200;Wind;2023;24;109
Guangxi Xing'An Shibanling wind farm;200;Wind;2018;24;109
Guangxi Ziyuan Jinzishan wind farm;200;Wind;2011;26,1642;110,5211
Hebei Fengning Datan wind farm;200;Wind;2020;40,6943;117,1851
Hebei Guyuan Dongxinying wind farm;200;Wind;2010;41,4415;115,5252
Hebei Guyuan Huanggainao wind farm;200;Wind;2014;41,5;115,3333
Hebei Guyuan Wind Farm - Hydrogen Plant;200;Wind;2016;40,8814;116,0921
Hebei Guyuan Xihutong wind farm;200;Wind;2020;40,8814;116,0921
Hebei Huanghua Huangnan Paigan (Guohua) wind farm;200;Wind;2017;38,3521;117,271
Hebei Kangbao Yongfeng wind farm;200;Wind;2020;41,7856;114,38
Hebei Shangyi Jiaxin wind farm;200;Wind;2010;41,2628;114,0889
Hebei Shangyi Qijiashan wind farm;200;Wind;2010;41,2628;114,0889
Hebei Shangyi Yanjialiang wind farm;200;Wind;2021;40,8814;116,0921
Hebei Weichang Fufeng wind farm;200;Wind;2017;42,4946;117,4662
Hebei Weichang Shirenliang wind farm;200;Wind;2020;40,6943;117,1851
Hebei Weichang Yudaokou Pasture Farm Northwest Area wind farm;200;Wind;2015;42,3602;117,0783
Hebei Weichang Yudaokou Pasture Farm wind farm;200;Wind;2010;42,3321;117,0282
Hebei Weichang Yudaokou Ruyihe wind farm;200;Wind;2014;42,2178;117,2818
Hebei Zhangbei Danjinghe Concession Project wind farm;200;Wind;2010;41,1482;114,351
Hebei Zhangbei Lünaobao wind farm;200;Wind;2011;41,0639;114,5417
Hebei Zhangbei Wudengshan wind farm;200;Wind;2011;41,378;114,31
Heilongjiang Ha'Erbin A'Cheng Unsubsidized wind farm;200;Wind;2022;45,6356;127,0599
Heilongjiang Ha'Erbin Binxian Unsubsidized wind farm;200;Wind;2022;45,725;127,9833
Heilongjiang Suibin (Datang) wind farm;200;Wind;2013;47,2839;131,9468
Heilongjiang Yilan Dongsheng wind farm;200;Wind;2022;46,011;129,9814
Henan Gushi Nanshan wind farm;200;Wind;2021;34;114
Henan Huaxian Shangguan wind farm;200;Wind;2020;35,6231;114,7333
Henan Kaifeng Tongxu (Kaifeng Xingke New Energy) wind farm;200;Wind;2023;34,4264;114,5747
Inner Mongolia Alashanzuo Banner Helanshan (China Aluminum) wind farm;200;Wind;2019;43,2443;114,3252
Inner Mongolia Alashanzuo Banner Helanshan (Hanasi) wind farm;200;Wind;2017;43,2443;114,3252
Inner Mongolia Alashanzuo Banner Zongbieli wind farm;200;Wind;2023;43,2443;114,3252
Inner Mongolia Damao Banner Bayin 1 wind farm;200;Wind;2012;41,6833;109,5583
Inner Mongolia Damao Banner Bayin 6 wind farm;200;Wind;2015;41,8411;110,6403
Inner Mongolia Damao Banner Bayin 7 wind farm;200;Wind;2015;43,2443;114,3252
Inner Mongolia Hangjin Banner (China Resources) 200 MW wind farm;200;Wind;2023;43,2443;114,3252
Inner Mongolia Keyouzhong Banner Gaoliban wind farm;200;Wind;2009;44,8083;122,0054
Inner Mongolia Kezuozhong Banner (Guohua) wind farm;200;Wind;2009;41,2167;122,95
Inner Mongolia Siziwang Banner Wind Heating Project;200;Wind;2014;43,2443;114,3252
Inner Mongolia Wuchuan Xiwulanbulang Hongshan wind farm;200;Wind;2010;41,2583;111,0583
Inner Mongolia Wulatezhong Banner (Sihua) wind farm;200;Wind;2020;43,2443;114,3252
Inner Mongolia Wulatezhong Banner Chuanjing (Guohua) wind farm;200;Wind;2011;41,542;108,184
Inner Mongolia Wulatezhong Banner Wulan 4 wind farm;200;Wind;2016;41,875;108,5667
Inner Mongolia Wulatezhong Banner Wulanyiligeng 2 wind farm;200;Wind;2014;43,2443;114,3252
Inner Mongolia Xilinhaote Power Export (Huarun) wind farm;200;Wind;2021;43,9304;116,0415
Inner Mongolia Zhalute Banner Arikunduleng wind farm;200;Wind;2010;45,1915;119,8743
Jiangsu Dafeng Concession wind farm;200;Wind;2009;33,1194;120,83
Jiangsu Dafeng H12 Offshore wind farm;200;Wind;2018;33,3083;121,1333
Jiangsu Dafeng H7 Offshore wind farm;200;Wind;2019;33,212;120,7683
Jiangsu Dongtai (Jiangsu Guangheng) Offshore wind farm;200;Wind;2017;32,9348;121,1359
Jiangsu Dongtai Zhugensha H1 Offshore wind farm;200;Wind;2021;32,8505;120,9298
Jiangsu Rudong C4 Offshore wind farm;200;Wind;2016;32,5169;121,2938
Jiangsu Rudong H1-2 wind farm;200;Wind;2023;32,3967;121,5483
Jiangsu Rudong H14 Offshore wind farm;200;Wind;2020;32,8192;121,5183
Jiangsu Rudong H15 Offshore wind farm;200;Wind;2021;32,3967;121,5483
Jiangsu Sheyang (China Guangdong Nuclear) wind farm;200;Wind;2016;33,9408;120,4042
Jilin Changling Longfenghu Hydrogen Production Demonstration wind farm;200;Wind;2022;44,3;123,85
Jilin Da'an Haituo wind farm;200;Wind;2013;45,2737;123,7123
Jilin Fuyu Sanjingzi wind farm;200;Wind;2014;45,1959;125,2825
Jilin Tongyu (Huaneng) Concession wind farm;200;Wind;2007;44,7417;122,7667
Jilin Tongyu Xinfa wind farm;200;Wind;2023;44,6767;122,3524
Jilin Zhenlai Heiyupao wind farm;200;Wind;2009;45,8583;123,45
Liaoning Nanpiao Wujintang wind farm;200;Wind;2022;40,9975;122,9955
Ningxia Haiyuan Guaguashan wind farm;200;Wind;2020;37,3096;105,9609
Ningxia Hongsipu (Beijing Energy) wind farm;200;Wind;2012;37,4129;106,0581
Ningxia Yanchi Subujing wind farm;200;Wind;2016;38,0742;107,2558
Ningxia Zhongwei Xiangshan (State Power Investment) 200 MW wind farm;200;Wind;2020;37,3096;105,9609
Qinghai Delingha Gahai wind farm;200;Wind;2014;37,1161;97,3501
Qinghai Gonghe (State Power Investment) 200 MW wind farm;200;Wind;2017;36,3149;99,6815
Qinghai Wulan County (Huayang) wind farm;200;Wind;2019;36,7915;99,0785
Shaanxi Dingbian Fanshigou wind farm;200;Wind;2011;37,4436;107,9172
Shaanxi Dingbian Zhangjiashan wind farm;200;Wind;2011;37,3631;107,5208
Shaanxi Wuqi Xinzhai Unsubsidized wind farm;200;Wind;2023;37,0407;108,1152
Shaanxi Zichang Nangoucha wind farm;200;Wind;2023;37,3486;109,7823
Shandong Haiyang Dongfang wind farm;200;Wind;2016;36,9095;121,027
Shandong Juancheng (China Resources Zuoying) wind farm;200;Wind;2020;36;119
Shandong Xiajin (Guodian) wind farm;200;Wind;2019;36;119
Shandong Xiajin (Runjin) wind farm;200;Wind;2016;36,9167;115,8333
Shanxi Guangling Woyangchang wind farm;200;Wind;2014;39,6219;113,8986
Shanxi Heshun Qilingou wind farm;200;Wind;2019;37,3761;113,2445
Shanxi Pinglu Dashantai Xishuijie wind farm;200;Wind;2014;37;112
Shanxi Pinglu Wolongdong wind farm;200;Wind;2016;24,788;112,1941
Shanxi Pinglu Xiashuitou wind farm;200;Wind;2016;39,5593;111,9947
Shanxi Shenchi Nanhuashan wind farm;200;Wind;2012;39,2745;111,9814
Shanxi Xiyang Xizhai (Xiyang New Energy) wind farm;200;Wind;2015;37,5835;113,9364
Shanxi Youyu Gaojiabao (Guodian) wind farm;200;Wind;2011;37;112
Shanxi Yuanqu (State Power Investment) wind farm;200;Wind;2020;37;112
Xinjiang Dabancheng (China Energy Conservation) wind farm;200;Wind;2016;43,4274;87,9301
Xinjiang Gaochang Xiaocaohu (Mingyang) wind farm;200;Wind;2023;42,4805;85,4633
Xinjiang Hami Balikun Santanghu (Datang/13Th Corps) wind farm;200;Wind;2016;42,4805;85,4633
Xinjiang Hami Balikun Santanghu (Dongfang Minsheng) wind farm;200;Wind;2013;44,1555;93,2186
Xinjiang Hami Balikun Santanghu (Longyuan) wind farm;200;Wind;2013;44,175;93,1333
Xinjiang Hami Balikun Santanghu First Area A wind farm;200;Wind;2016;42,4805;85,4633
Xinjiang Hami Balikun Santanghu First Area D wind farm;200;Wind;2016;44,275;92,684
Xinjiang Hami Balikun Santanghu Third Area B wind farm;200;Wind;2016;42,4805;85,4633
Xinjiang Hami Balikun Santanghu Third Area C wind farm;200;Wind;2016;42,4805;85,4633
Xinjiang Hami Jingxia 1 Area B wind farm;200;Wind;2018;42,2794;95,1094
Xinjiang Hami Jingxia 2 Area A wind farm;200;Wind;2017;42,175;94,85
Xinjiang Hami Jingxia 2 Area C wind farm;200;Wind;2019;42,29;94,465
Xinjiang Hami Jingxia 3 Area A wind farm;200;Wind;2016;42,0364;94,3417
Xinjiang Hami Jingxia 3 Area B wind farm;200;Wind;2019;42,2597;94,9917
Xinjiang Hami Jingxia 6 Area A wind farm;200;Wind;2016;41,9705;94,7476
Xinjiang Hami Jingxia 6 Area B wind farm;200;Wind;2016;41,9619;94,8033
Xinjiang Hami Kushui 4 wind farm;200;Wind;2014;42,5824;94,8086
Xinjiang Hami Naomaohu (Datang) wind farm;200;Wind;2016;42,4805;85,4633
Xinjiang Hami Shisanjianfang (Huadian) wind farm;200;Wind;2012;43,3083;91,7
Xinjiang Hami Yandun 1 wind farm;200;Wind;2014;42,453;94,4222
Xinjiang Hami Yandun 2 wind farm;200;Wind;2014;42,4334;94,5313
Xinjiang Hami Yandun 3 wind farm;200;Wind;2013;42,4368;94,6523
Xinjiang Hami Yandun 5 wind farm;200;Wind;2014;42,581;94,7234
Xinjiang Hami Yandun 6 wind farm;200;Wind;2014;42,5397;94,6447
Xinjiang Hami Yandun 7 Area A wind farm;200;Wind;2016;42,4601;93,9027
Xinjiang Hami Yandun 7 Area B wind farm;200;Wind;2016;42,4805;85,4633
Xinjiang Hami Yandun 7 Area C wind farm;200;Wind;2015;42,375;94
Xinjiang Hami Yandun 8 Area A wind farm;200;Wind;2019;42,439;94,4434
Xinjiang Hami Yandun 8 Area B wind farm;200;Wind;2016;42,2269;93,9835
Xinjiang Hami Yandun 8 Area C wind farm;200;Wind;2016;42,125;94
Xinjiang Mulei Dashitou 5 wind farm;200;Wind;2020;43,7979;90,5122
Xinjiang Mulei Laojunmiao 4 wind farm;200;Wind;2020;43,8318;90,2871
Xinjiang Mulei Laojunmiao 5 Area B wind farm;200;Wind;2020;43,8318;90,2871
Xinjiang Tiemenguan 36Th Regiment (State Power Investment Consortium) wind farm;200;Wind;2023;44,7063;94,0963
Elipse wind farm;200;Wind;2023;11,3804;-72,2256
Tumawind wind farm;200;Wind;2023;11,4354;-72,9002
Dayapur (INOX) wind farm;200;Wind;2019;23,6342;68,8976
Coahuila wind farm;200;Wind;2016;25,6723;-101,5008
Dominica wind farm;200;Wind;2014;23,3352;-101,3328
Maasvlakte 2 wind farm;200;Wind;2022;51,9048;4,4845
Raggovidda wind farm;200;Wind;2014;70,7657;29,0833
Dhofar wind farm;200;Wind;2019;17,997;54,6615
Batangas Wind Power Project;200;Wind;2022;13,9209;120,6667
Casimcea Verbund wind farm;200;Wind;2012;45,9852;24,6859
Botievo wind farm;200;Wind;2012;46,6375;35,7807
Primorskaya wind farm;200;Wind;2019;46,7585;36,5
Alta Farms II Wind Project;200;Wind;2022;40,1914;-89,0575
Bowman wind farm;200;Wind;2023;46,087;-103,593
Buckeye wind farm;200;Wind;2015;39,0176;-99,4802
Canadian Breaks wind farm;200;Wind;2019;35,2175;-102,312
Caney River wind farm;200;Wind;2011;37,4333;-96,4169
Courtenay Wind Arm;200;Wind;2016;47,1842;-98,5566
Delta wind farm;200;Wind;2023;34,5481;-90,3682
Eclipse wind farm;200;Wind;2012;41,5427;-94,6599
El Algodon Alto wind farm;200;Wind;2022;27,9927;-97,744
Elk City wind farm;200;Wind;2009;35,4755;-99,8888
Expedition Wind;200;Wind;2023;38,3545;-97,2037
Flat Top wind farm;200;Wind;2018;31,5523;-98,537
Freeborn wind farm;200;Wind;2021;43,5131;-93,1886
Golden Plains wind farm;200;Wind;2020;43,3518;-94,0351
Goodwell wind farm;200;Wind;2015;36,508;-101,662
Grant Park wind farm;200;Wind;2023;41,2454;-87,6425
Hereford wind farm;200;Wind;2014;34,7486;-102,26
Horizon Hill Wind Project;200;Wind;2023;35,9894;-97,5895
Live Oak Wind Project;200;Wind;2018;31,0585;-100,595
Logan's Gap wind farm;200;Wind;2015;31,7621;-98,6727
Longhorn wind farm;200;Wind;2015;34,2772;-101,189
Lotus wind farm (United States);200;Wind;2023;39,4845;-89,9179
Minonk wind farm;200;Wind;2012;40,8515;-88,9559
Odell wind farm;200;Wind;2016;43,839;-94,9529
Pleasant Valley wind farm;200;Wind;2015;43,7995;-92,796
Plymouth wind farm;200;Wind;2022;42,8433;-95,941
Prairie Rose wind farm;200;Wind;2012;43,8165;-96,3079
Reading Wind Facility;200;Wind;2020;38,5032;-96,0885
Red Pine Wind Project;200;Wind;2017;44,4273;-96,1537
Singing Grass wind farm;200;Wind;2022;39,1811;-102,624
South Plains I wind farm;200;Wind;2015;34,1083;-101,374
Sunflower Energy Center wind farm;200;Wind;2023;38,2316;-97,0472
Sweetland wind farm;200;Wind;2023;44,2465;-98,4779
Timberwolf wind farm;200;Wind;2023;43,5902;-92,3829
Top Of The World Windpower Project;200;Wind;2010;42,9632;-105,74
Wildcat wind farm;200;Wind;2012;40,3147;-85,8194
Ia Pết Đắk Đoa wind farm;200;Wind;2022;13,8885;108,106
Phú Yên HBRE wind farm;200;Wind;2019;13,2548;109,2106
Glenellen solar farm;200;Solar;2023;-35,9289;146,9117
Sunraysia solar farm;200;Solar;2022;-34,8215;143,5092
Gaibandha Beximco solar farm;200;Solar;2022;25,3288;89,5417
Hebei Zhangbei Nenghuan solar farm;200;Solar;2017;41,1544;114,7537
Ningxia Hongsibao Zhongzi solar farm;200;Solar;2016;37,4255;106,0622
Ningxia Wuzhong Litong District Three Gorges solar farm;200;Solar;2020;37,9063;106,1256
Ningxia Wuzhong Tonxin Zhongmin solar farm;200;Solar;2015;37,1056;105,7749
Ningxia Yanchi Zhongmin Xinneng Compound solar farm;200;Solar;2019;38,0016;107,0467
Ningxia Zhongning Hanjiaoshui Longji solar farm;200;Solar;2017;37,0941;105,5682
Anhui Anqing Wanhe Farm solar farm;200;Solar;2022;30,4801;116,9478
Anhui Xuancheng Yangxianxiang (CGN) Fishery solar farm;200;Solar;2021;31,1459;118,7191
Gansu Jinchang Heqingtan (China Guangdong Nuclear) solar power plant;200;Solar;2022;38,266;102,282
Gansu Jinta Photovoltaic Base Jinko solar power plant;200;Solar;2022;39,98485689;98,97101147
Gansu Linze Banqiao Beitan 200 MW Desert Control solar power plant;200;Solar;2022;39,167;100,375
Gansu Province Jinchuan Dongdatan Jintai Grid-Connected solar farm;200;Solar;2012;38,5035;102,3274
Gansu Province Yongchang Zhengtai Grid-Conneted solar farm;200;Solar;2013;38,3193;102,2075
Gansu Sunan Liugu Duntan Huaneng solar power plant;200;Solar;2022;39,477;99,543
"Gansu Wuwei Liangzhou ""Solid-State"" Desert Control Demonstration solar power plant";200;Solar;2022;37,853918;102,8380653
Gansu Wuwei Liangzhou Jiuduntan (Three Gorges) Desert Control solar power plant;200;Solar;2022;38,104;101,858
Gansu Wuwei Liangzhou Jiuduntan (Zhejiang Zhengtai) Desert Control solar power plant;200;Solar;2023;38,14344966;102,73375
Gansu Wuwei Minqin (China Energy Construction) Desert Control solar power plant;200;Solar;2023;38,94400403;102,466752
Gansu Wuwei Minqin (China Power Construction) Desert Control solar power plant;200;Solar;2023;38,74845672;103,2901301
Gansu Yumen East (PetroChina) solar power plant;200;Solar;2021;39,81530433;97,92372347
Gansui Gaotai Gaoyazitan 200 MW solar power plant;200;Solar;2022;39,27896558;99,71561659
Guangdong Fogang Shuitou (CNNC) solar farm;200;Solar;2022;23,8737;113,6745
Guangdong Huicheng Ruhuzhen (Guangdong Yudean) solar farm;200;Solar;2021;23,1825;114,536
Guangdong Huidong Duozhuzhen solar farm;200;Solar;2021;23,0499;114,9627
Guangdong Province Huizhou Huicheng Ruhu Township solar farm;200;Solar;2021;23,1783;114,4586
Guangdong Province Qingyuan Lianzhou Xingzi Agriculture and Light Complementary solar farm;200;Solar;2019;24,9841;112,6032
Guangdong Province Taishan Haiyanzhen Fishing and Light Complementary solar farm;200;Solar;2020;21,8257;112,5589
Guangdong Province Xingning Yangxing Agriculture and Light Complementary solar farm;200;Solar;2019;24,2002;115,7354
Guangxi Tianyang District Reservoir Photovoltaic solar farm;200;Solar;2023;23,7435;106,9218
Guizhou Pingtang County (Datang) Tangzhou Agricultural solar power plant;200;Solar;2023;25,94381971;106,9459779
Guizhou Province Guanling County Gangwu Zhuoyang solar farm;200;Solar;2020;25,9171;105,358
Guizhou Province Panzhou Emaozhai Agricultural solar farm;200;Solar;2017;25,4092;104,6556
Guizhou Ziyun Huohuazhen Agriculture solar farm;200;Solar;2021;25,7547;106,0816
Hebei Haixing Huaxiang solar power plant;200;Solar;2022;38,14299512;117,4971632
Hebei Shunping Anyangxiang solar farm;200;Solar;2021;38,9401;115,0633
Hubei Laohekou Zhangjizhen (Xinyi) Agriculture solar farm;200;Solar;2020;32,4363;111,7564
Hubei Yingcheng Chenhezhen (Huaneng) Agricultural solar power plant;200;Solar;2022;31,1531;112,8806
Inner Mongolia Chifeng Hexigten Banner (Datang) solar farm;200;Solar;2020;43,2315;116,6675
Inner Mongolia Hangjin Banner Kubuqi Desert solar farm;200;Solar;2016;40,2743;108,6159
Inner Mongolia Hangjin Banner Shanghaimiao Desert Control solar power plant;200;Solar;2022;40,501;108,669
Inner Mongolia Hohhot Tuoketuo County solar farm;200;Solar;2014;40,3751;111,3563
Inner Mongolia Hohhot Wuchuan County solar farm;200;Solar;2016;41,1927;111,2992
Inner Mongolia Hulunbei'er Moqi Banner Power Export solar power plant;200;Solar;2022;43,2443;114,3252
Guangxi Guanyun Yangqiao Fishery solar farm;200;Solar;2021;34,4809;119,5839
Jiangxi Fengcheng Tongtianxiang Fishery solar farm;200;Solar;2022;28,1609;115,7661
Jilin Baicheng Front Runner solar farm;200;Solar;2018;45,5888;123,7647
Jilin Tongyu Power Export Number 1 solar power plant;200;Solar;2023;42,9995;125,9816
Jilin Zhenlai Jianping CGN solar farm;200;Solar;2018;45,8841;123,156
Ningxia Haiyuan Gaoyazhen solar farm;200;Solar;2020;36,8357;105,9813
Ningxia Ningdong Ningxia Power Investment solar power plant;200;Solar;2023;38,1516;106,4583
Ningxia Yanchi Zhongmintou solar farm;200;Solar;2019;37,9816;107,0175
Ningxia Yinchuan Binggou Jingneng solar farm;200;Solar;2021;38,5143;106,5883
Ningxia Yinchuan Binggou Shanxi Shentou solar farm;200;Solar;2021;38,506;106,5862
Ningxia Yudingxiang Huangyangcun solar farm;200;Solar;2020;37,5133;105,5646
Ningxia Yudingxiang Yongxingcun solar farm;200;Solar;2021;37,5133;105,5646
Ningxia Zhongwei Weigang Ground solar farm;200;Solar;2020;37,5355;105,0317
Qinghai - Henan High Voltage Transmission Second Phase (China Resources) solar power plant;200;Solar;2023;36,7398;93,5424
Qinghai Haixi (Luneng) Multi-Source Integrated Demonstration Project solar power plant;200;Solar;2018;36,7398;93,5424
Qinghai Haixi (Luneng) Wutumeiren 200 MW solar power plant;200;Solar;2020;36,7398;93,5424
Qinghai Yellow River Hydropower Gonghe solar farm;200;Solar;2016;36,283;100,6193
Shaanxi Ansai Gaoqiao Agricultural solar power plant;200;Solar;2023;37,2969;108,4504
Shaanxi Baishui Xiguzhen (Jingneng) solar farm;200;Solar;2021;35,2222;109,5172
Shaanxi Baishui Xiguzhen Unsubsidized solar power plant;200;Solar;2022;35,8894;109,1357
Shaanxi Baishui Yaohe Leiya solar power plant;200;Solar;2023;35,8894;109,1357
Shaanxi Dali Agricultural solar power plant;200;Solar;2022;35,8894;109,1357
Shaanxi Huanglong (Longi) Unsubsidized solar power plant;200;Solar;2021;37,2969;108,4504
Shaanxi Huanglong Three Gorges solar power plant;200;Solar;2022;31,4356;109,9402
Shaanxi Province Shenmu Yushen solar farm;200;Solar;2015;38,6564;110,0531
Shaanxi Province Xianyang Yongshou CGN solar farm;200;Solar;2020;34,6868;108,1372
Shaanxi Pucheng Qiaoling solar power plant;200;Solar;2023;35,8894;109,1357
Shaanxi Shenmu Longhua solar power plant;200;Solar;2023;38,6956;110,379
Shaanxi Tongguan Qindong solar power plant;200;Solar;2023;34,5712;110,209
Shaanxi Xiahaotu Longyuan solar farm;200;Solar;2016;38,7749;109,6586
Shaanxi Yan'an Tianzhuangzhen Agricultural solar power plant;200;Solar;2023;37,2969;108,4504
Shaanxi Yushen Shaqiu solar farm;200;Solar;2017;38,6357;109,9973
Shandong Province Dezhou Dingzhuang solar farm;200;Solar;2021;37,3295;116,4641
Shandong Province Dongying Tongwei Fishery and Light integrated solar farm;200;Solar;2021;37,4229;118,6758
Shandong Province Shouguang Yingli SPIC solar farm;200;Solar;2021;37,1822;118,7313
Shanxi Fushan (China Resources) solar power plant;200;Solar;2022;35,96861774;111,8647712
Shanxi Hunyuan (Longi) Unsubsidized solar power plant;200;Solar;2020;39,6211273;113,5938932
Shanxi Hunyuan (Yangguang) 200 MW Unsubsidized solar plant;200;Solar;2022;39,6211273;113,5938932
Shanxi Yuncheng Pinglu Agricultural solar power plant;200;Solar;2022;34,8601;111,285
Xinjiang Corps 33th Regiment (Huaneng) solar power plant;200;Solar;2022;40,8754;87,0409
Xinjiang Keping State Power Investment solar power plant;200;Solar;2022;40,585;79,617
Xinjiang Lop (China Energy Investment) solar power plant;200;Solar;2022;36,979;80,315
Xinjiang Lop (State Power Investment) 200 MW solar power plant;200;Solar;2022;37,018;80,274
Xinjiang Qitai County Yijing solar power plant;200;Solar;2020;44,4254;89,8779
Xinjiang Wulumuqi Dabancheng (Huadian) 200 MW solar power plant;200;Solar;2023;43,429;88,331
Xinjiang Wushi Huaneng solar power plant;200;Solar;2022;41,211;79,708
Zhejiang Province Jiangshan Zhengtai Forest, Agriculture and Light Complementary solar farm;200;Solar;2016;28,5261;118,5198
Zhejiang Province Yuhuan Xuanmenwan Agriculture and Light Complementary solar farm;200;Solar;2016;28,1541;121,3237
Fundación Solar Park;200;Solar;2023;10,5180;-74,1821
Guayepo III solar farm;200;Solar;2023;10,6430;-74,7534
Helios Cesarocaña Solar Park;200;Solar;2023;8,2310;-73,3550
La Orquídea Solar Project;200;Solar;2022;2,5085;-68,1874
Perales Solar Project;200;Solar;2022;8,2617;-72,4052
San Juan Solar Plant;200;Solar;2022;10,8148;-73,0845
Summa Solar Project;200;Solar;2023;8,7974;-75,4522
ACWA Kom Ombo solar farm;200;Solar;2023;24,4667;32,9501
